id	chrom	len	cumlen
scaffold_group032	Scaffold_946__1_contigs__length_6258	6259	1030797789
scaffold_group032	Scaffold_947__1_contigs__length_6258	6259	1030804048
scaffold_group032	Scaffold_948__1_contigs__length_6257	6258	1030810306
scaffold_group032	Scaffold_949__1_contigs__length_6244	6245	1030816551
scaffold_group032	Scaffold_950__1_contigs__length_6243	6244	1030822795
scaffold_group032	Scaffold_951__1_contigs__length_6237	6238	1030829033
scaffold_group032	Scaffold_952__1_contigs__length_6236	6237	1030835270
scaffold_group032	Scaffold_953__1_contigs__length_6228	6229	1030841499
scaffold_group032	Scaffold_954__1_contigs__length_6227	6228	1030847727
scaffold_group032	Scaffold_955__1_contigs__length_6227	6228	1030853955
scaffold_group032	Scaffold_956__1_contigs__length_6227	6228	1030860183
scaffold_group032	Scaffold_957__1_contigs__length_6226	6227	1030866410
scaffold_group032	Scaffold_958__1_contigs__length_6224	6225	1030872635
scaffold_group032	Scaffold_959__1_contigs__length_6222	6223	1030878858
scaffold_group032	Scaffold_960__1_contigs__length_6222	6223	1030885081
scaffold_group032	Scaffold_961__1_contigs__length_6222	6223	1030891304
scaffold_group032	Scaffold_962__1_contigs__length_6217	6218	1030897522
scaffold_group032	Scaffold_963__1_contigs__length_6216	6217	1030903739
scaffold_group032	Scaffold_964__1_contigs__length_6213	6214	1030909953
scaffold_group032	Scaffold_965__1_contigs__length_6211	6212	1030916165
scaffold_group032	Scaffold_966__1_contigs__length_6208	6209	1030922374
scaffold_group032	Scaffold_967__1_contigs__length_6204	6205	1030928579
scaffold_group032	Scaffold_968__1_contigs__length_6203	6204	1030934783
scaffold_group032	Scaffold_969__1_contigs__length_6203	6204	1030940987
scaffold_group032	Scaffold_970__1_contigs__length_6202	6203	1030947190
scaffold_group033	Scaffold_971__1_contigs__length_6201	6202	1030953392
scaffold_group033	Scaffold_972__1_contigs__length_6193	6194	1030959586
scaffold_group033	Scaffold_973__1_contigs__length_6189	6190	1030965776
scaffold_group033	Scaffold_974__1_contigs__length_6189	6190	1030971966
scaffold_group033	Scaffold_975__1_contigs__length_6189	6190	1030978156
scaffold_group033	Scaffold_976__1_contigs__length_6189	6190	1030984346
scaffold_group033	Scaffold_977__1_contigs__length_6188	6189	1030990535
scaffold_group033	Scaffold_978__1_contigs__length_6188	6189	1030996724
scaffold_group033	Scaffold_979__1_contigs__length_6188	6189	1031002913
scaffold_group033	Scaffold_980__1_contigs__length_6185	6186	1031009099
scaffold_group033	Scaffold_981__1_contigs__length_6181	6182	1031015281
scaffold_group033	Scaffold_982__1_contigs__length_6169	6170	1031021451
scaffold_group033	Scaffold_983__1_contigs__length_6168	6169	1031027620
scaffold_group033	Scaffold_984__1_contigs__length_6166	6167	1031033787
scaffold_group033	Scaffold_985__1_contigs__length_6166	6167	1031039954
scaffold_group033	Scaffold_986__1_contigs__length_6165	6166	1031046120
scaffold_group033	Scaffold_987__1_contigs__length_6164	6165	1031052285
scaffold_group033	Scaffold_988__1_contigs__length_6157	6158	1031058443
scaffold_group033	Scaffold_989__1_contigs__length_6156	6157	1031064600
scaffold_group033	Scaffold_990__1_contigs__length_6155	6156	1031070756
scaffold_group033	Scaffold_991__1_contigs__length_6154	6155	1031076911
scaffold_group033	Scaffold_992__1_contigs__length_6149	6150	1031083061
scaffold_group033	Scaffold_993__1_contigs__length_6148	6149	1031089210
scaffold_group033	Scaffold_994__1_contigs__length_6147	6148	1031095358
scaffold_group033	Scaffold_995__1_contigs__length_6145	6146	1031101504
scaffold_group033	Scaffold_996__1_contigs__length_6144	6145	1031107649
scaffold_group033	Scaffold_997__1_contigs__length_6143	6144	1031113793
scaffold_group033	Scaffold_998__1_contigs__length_6132	6133	1031119926
scaffold_group033	Scaffold_999__1_contigs__length_6127	6128	1031126054
scaffold_group033	Scaffold_1000__1_contigs__length_6124	6125	1031132179
scaffold_group034	Scaffold_1001__1_contigs__length_6120	6121	1031138300
scaffold_group034	Scaffold_1002__1_contigs__length_6115	6116	1031144416
scaffold_group034	Scaffold_1003__1_contigs__length_6113	6114	1031150530
scaffold_group034	Scaffold_1004__1_contigs__length_6103	6104	1031156634
scaffold_group034	Scaffold_1005__1_contigs__length_6101	6102	1031162736
scaffold_group034	Scaffold_1006__1_contigs__length_6092	6093	1031168829
scaffold_group034	Scaffold_1007__1_contigs__length_6087	6088	1031174917
scaffold_group034	Scaffold_1008__1_contigs__length_6087	6088	1031181005
scaffold_group034	Scaffold_1009__1_contigs__length_6073	6074	1031187079
scaffold_group034	Scaffold_1010__1_contigs__length_6070	6071	1031193150
scaffold_group034	Scaffold_1011__1_contigs__length_6068	6069	1031199219
scaffold_group034	Scaffold_1012__1_contigs__length_6064	6065	1031205284
scaffold_group034	Scaffold_1013__1_contigs__length_6064	6065	1031211349
scaffold_group034	Scaffold_1014__1_contigs__length_6063	6064	1031217413
scaffold_group034	Scaffold_1015__1_contigs__length_6063	6064	1031223477
scaffold_group034	Scaffold_1016__1_contigs__length_6061	6062	1031229539
scaffold_group034	Scaffold_1017__1_contigs__length_6060	6061	1031235600
scaffold_group034	Scaffold_1018__1_contigs__length_6053	6054	1031241654
scaffold_group034	Scaffold_1019__1_contigs__length_6050	6051	1031247705
scaffold_group034	Scaffold_1020__1_contigs__length_6046	6047	1031253752
scaffold_group034	Scaffold_1021__1_contigs__length_6046	6047	1031259799
scaffold_group034	Scaffold_1022__1_contigs__length_6046	6047	1031265846
scaffold_group034	Scaffold_1023__1_contigs__length_6045	6046	1031271892
scaffold_group034	Scaffold_1024__1_contigs__length_6041	6042	1031277934
scaffold_group034	Scaffold_1025__1_contigs__length_6032	6033	1031283967
scaffold_group034	Scaffold_1026__1_contigs__length_6031	6032	1031289999
scaffold_group034	Scaffold_1027__1_contigs__length_6027	6028	1031296027
scaffold_group034	Scaffold_1028__1_contigs__length_6022	6023	1031302050
scaffold_group034	Scaffold_1029__1_contigs__length_6022	6023	1031308073
scaffold_group034	Scaffold_1030__1_contigs__length_6022	6023	1031314096
scaffold_group035	Scaffold_1031__1_contigs__length_6022	6023	1031320119
scaffold_group035	Scaffold_1032__1_contigs__length_6020	6021	1031326140
scaffold_group035	Scaffold_1033__1_contigs__length_6019	6020	1031332160
scaffold_group035	Scaffold_1034__1_contigs__length_6018	6019	1031338179
scaffold_group035	Scaffold_1035__1_contigs__length_6017	6018	1031344197
scaffold_group035	Scaffold_1036__1_contigs__length_6016	6017	1031350214
scaffold_group035	Scaffold_1037__1_contigs__length_6014	6015	1031356229
scaffold_group035	Scaffold_1038__1_contigs__length_6011	6012	1031362241
scaffold_group035	Scaffold_1039__1_contigs__length_6010	6011	1031368252
scaffold_group035	Scaffold_1040__1_contigs__length_6003	6004	1031374256
scaffold_group035	Scaffold_1041__1_contigs__length_6003	6004	1031380260
scaffold_group035	Scaffold_1042__1_contigs__length_6003	6004	1031386264
scaffold_group035	Scaffold_1043__1_contigs__length_5999	6000	1031392264
scaffold_group035	Scaffold_1044__1_contigs__length_5998	5999	1031398263
scaffold_group035	Scaffold_1045__1_contigs__length_5996	5997	1031404260
scaffold_group035	Scaffold_1046__1_contigs__length_5994	5995	1031410255
scaffold_group035	Scaffold_1047__1_contigs__length_5992	5993	1031416248
scaffold_group035	Scaffold_1048__1_contigs__length_5991	5992	1031422240
scaffold_group035	Scaffold_1049__1_contigs__length_5990	5991	1031428231
scaffold_group035	Scaffold_1050__1_contigs__length_5990	5991	1031434222
scaffold_group035	Scaffold_1051__1_contigs__length_5989	5990	1031440212
scaffold_group035	Scaffold_1052__1_contigs__length_5986	5987	1031446199
scaffold_group035	Scaffold_1053__1_contigs__length_5982	5983	1031452182
scaffold_group035	Scaffold_1054__1_contigs__length_5981	5982	1031458164
scaffold_group035	Scaffold_1055__1_contigs__length_5980	5981	1031464145
scaffold_group035	Scaffold_1056__1_contigs__length_5979	5980	1031470125
scaffold_group035	Scaffold_1057__1_contigs__length_5979	5980	1031476105
scaffold_group035	Scaffold_1058__1_contigs__length_5976	5977	1031482082
scaffold_group035	Scaffold_1059__1_contigs__length_5976	5977	1031488059
scaffold_group035	Scaffold_1060__1_contigs__length_5975	5976	1031494035
scaffold_group036	Scaffold_1061__1_contigs__length_5971	5972	1031500007
scaffold_group036	Scaffold_1062__1_contigs__length_5968	5969	1031505976
scaffold_group036	Scaffold_1063__1_contigs__length_5968	5969	1031511945
scaffold_group036	Scaffold_1064__1_contigs__length_5967	5968	1031517913
scaffold_group036	Scaffold_1065__1_contigs__length_5967	5968	1031523881
scaffold_group036	Scaffold_1066__1_contigs__length_5967	5968	1031529849
scaffold_group036	Scaffold_1067__1_contigs__length_5965	5966	1031535815
scaffold_group036	Scaffold_1068__1_contigs__length_5962	5963	1031541778
scaffold_group036	Scaffold_1069__1_contigs__length_5959	5960	1031547738
scaffold_group036	Scaffold_1070__1_contigs__length_5958	5959	1031553697
scaffold_group036	Scaffold_1071__1_contigs__length_5955	5956	1031559653
scaffold_group036	Scaffold_1072__1_contigs__length_5950	5951	1031565604
scaffold_group036	Scaffold_1073__1_contigs__length_5948	5949	1031571553
scaffold_group036	Scaffold_1074__1_contigs__length_5944	5945	1031577498
scaffold_group036	Scaffold_1075__1_contigs__length_5944	5945	1031583443
scaffold_group036	Scaffold_1076__1_contigs__length_5944	5945	1031589388
scaffold_group036	Scaffold_1077__1_contigs__length_5944	5945	1031595333
scaffold_group036	Scaffold_1078__1_contigs__length_5944	5945	1031601278
scaffold_group036	Scaffold_1079__1_contigs__length_5934	5935	1031607213
scaffold_group036	Scaffold_1080__1_contigs__length_5933	5934	1031613147
scaffold_group036	Scaffold_1081__1_contigs__length_5933	5934	1031619081
scaffold_group036	Scaffold_1082__1_contigs__length_5933	5934	1031625015
scaffold_group036	Scaffold_1083__1_contigs__length_5932	5933	1031630948
scaffold_group036	Scaffold_1084__1_contigs__length_5923	5924	1031636872
scaffold_group036	Scaffold_1085__1_contigs__length_5923	5924	1031642796
scaffold_group036	Scaffold_1086__1_contigs__length_5922	5923	1031648719
scaffold_group036	Scaffold_1087__1_contigs__length_5922	5923	1031654642
scaffold_group036	Scaffold_1088__1_contigs__length_5920	5921	1031660563
scaffold_group036	Scaffold_1089__1_contigs__length_5912	5913	1031666476
scaffold_group036	Scaffold_1090__1_contigs__length_5909	5910	1031672386
scaffold_group037	Scaffold_1091__1_contigs__length_5898	5899	1031678285
scaffold_group037	Scaffold_1092__1_contigs__length_5896	5897	1031684182
scaffold_group037	Scaffold_1093__1_contigs__length_5874	5875	1031690057
scaffold_group037	Scaffold_1094__1_contigs__length_5872	5873	1031695930
scaffold_group037	Scaffold_1095__1_contigs__length_5870	5871	1031701801
scaffold_group037	Scaffold_1096__1_contigs__length_5864	5865	1031707666
scaffold_group037	Scaffold_1097__1_contigs__length_5862	5863	1031713529
scaffold_group037	Scaffold_1098__1_contigs__length_5857	5858	1031719387
scaffold_group037	Scaffold_1099__1_contigs__length_5855	5856	1031725243
scaffold_group037	Scaffold_1100__1_contigs__length_5855	5856	1031731099
scaffold_group037	Scaffold_1101__1_contigs__length_5854	5855	1031736954
scaffold_group037	Scaffold_1102__1_contigs__length_5853	5854	1031742808
scaffold_group037	Scaffold_1103__1_contigs__length_5849	5850	1031748658
scaffold_group037	Scaffold_1104__1_contigs__length_5849	5850	1031754508
scaffold_group037	Scaffold_1105__1_contigs__length_5842	5843	1031760351
scaffold_group037	Scaffold_1106__1_contigs__length_5838	5839	1031766190
scaffold_group037	Scaffold_1107__1_contigs__length_5838	5839	1031772029
scaffold_group037	Scaffold_1108__1_contigs__length_5837	5838	1031777867
scaffold_group037	Scaffold_1109__1_contigs__length_5837	5838	1031783705
scaffold_group037	Scaffold_1110__1_contigs__length_5834	5835	1031789540
scaffold_group037	Scaffold_1111__1_contigs__length_5833	5834	1031795374
scaffold_group037	Scaffold_1112__1_contigs__length_5832	5833	1031801207
scaffold_group037	Scaffold_1113__1_contigs__length_5830	5831	1031807038
scaffold_group037	Scaffold_1114__1_contigs__length_5823	5824	1031812862
scaffold_group037	Scaffold_1115__1_contigs__length_5822	5823	1031818685
scaffold_group037	Scaffold_1116__1_contigs__length_5819	5820	1031824505
scaffold_group037	Scaffold_1117__1_contigs__length_5816	5817	1031830322
scaffold_group037	Scaffold_1118__1_contigs__length_5816	5817	1031836139
scaffold_group037	Scaffold_1119__1_contigs__length_5813	5814	1031841953
scaffold_group037	Scaffold_1120__1_contigs__length_5810	5811	1031847764
scaffold_group038	Scaffold_1121__1_contigs__length_5802	5803	1031853567
scaffold_group038	Scaffold_1122__1_contigs__length_5799	5800	1031859367
scaffold_group038	Scaffold_1123__1_contigs__length_5799	5800	1031865167
scaffold_group038	Scaffold_1124__1_contigs__length_5788	5789	1031870956
scaffold_group038	Scaffold_1125__1_contigs__length_5786	5787	1031876743
scaffold_group038	Scaffold_1126__1_contigs__length_5786	5787	1031882530
scaffold_group038	Scaffold_1127__1_contigs__length_5786	5787	1031888317
scaffold_group038	Scaffold_1128__1_contigs__length_5782	5783	1031894100
scaffold_group038	Scaffold_1129__1_contigs__length_5781	5782	1031899882
scaffold_group038	Scaffold_1130__1_contigs__length_5780	5781	1031905663
scaffold_group038	Scaffold_1131__1_contigs__length_5780	5781	1031911444
scaffold_group038	Scaffold_1132__1_contigs__length_5779	5780	1031917224
scaffold_group038	Scaffold_1133__1_contigs__length_5778	5779	1031923003
scaffold_group038	Scaffold_1134__1_contigs__length_5775	5776	1031928779
scaffold_group038	Scaffold_1135__1_contigs__length_5773	5774	1031934553
scaffold_group038	Scaffold_1136__1_contigs__length_5773	5774	1031940327
scaffold_group038	Scaffold_1137__1_contigs__length_5773	5774	1031946101
scaffold_group038	Scaffold_1138__1_contigs__length_5772	5773	1031951874
scaffold_group038	Scaffold_1139__1_contigs__length_5770	5771	1031957645
scaffold_group038	Scaffold_1140__1_contigs__length_5769	5770	1031963415
scaffold_group038	Scaffold_1141__1_contigs__length_5766	5767	1031969182
scaffold_group038	Scaffold_1142__1_contigs__length_5766	5767	1031974949
scaffold_group038	Scaffold_1143__1_contigs__length_5764	5765	1031980714
scaffold_group038	Scaffold_1144__1_contigs__length_5759	5760	1031986474
scaffold_group038	Scaffold_1145__1_contigs__length_5750	5751	1031992225
scaffold_group038	Scaffold_1146__1_contigs__length_5750	5751	1031997976
scaffold_group038	Scaffold_1147__1_contigs__length_5749	5750	1032003726
scaffold_group038	Scaffold_1148__1_contigs__length_5738	5739	1032009465
scaffold_group038	Scaffold_1149__1_contigs__length_5735	5736	1032015201
scaffold_group038	Scaffold_1150__1_contigs__length_5734	5735	1032020936
scaffold_group039	Scaffold_1151__1_contigs__length_5733	5734	1032026670
scaffold_group039	Scaffold_1152__1_contigs__length_5729	5730	1032032400
scaffold_group039	Scaffold_1153__1_contigs__length_5729	5730	1032038130
scaffold_group039	Scaffold_1154__1_contigs__length_5726	5727	1032043857
scaffold_group039	Scaffold_1155__1_contigs__length_5721	5722	1032049579
scaffold_group039	Scaffold_1156__1_contigs__length_5720	5721	1032055300
scaffold_group039	Scaffold_1157__1_contigs__length_5719	5720	1032061020
scaffold_group039	Scaffold_1158__1_contigs__length_5717	5718	1032066738
scaffold_group039	Scaffold_1159__1_contigs__length_5713	5714	1032072452
scaffold_group039	Scaffold_1160__1_contigs__length_5712	5713	1032078165
scaffold_group039	Scaffold_1161__1_contigs__length_5712	5713	1032083878
scaffold_group039	Scaffold_1162__1_contigs__length_5711	5712	1032089590
scaffold_group039	Scaffold_1163__1_contigs__length_5707	5708	1032095298
scaffold_group039	Scaffold_1164__1_contigs__length_5707	5708	1032101006
scaffold_group039	Scaffold_1165__1_contigs__length_5706	5707	1032106713
scaffold_group039	Scaffold_1166__1_contigs__length_5701	5702	1032112415
scaffold_group039	Scaffold_1167__1_contigs__length_5698	5699	1032118114
scaffold_group039	Scaffold_1168__1_contigs__length_5696	5697	1032123811
scaffold_group039	Scaffold_1169__1_contigs__length_5695	5696	1032129507
scaffold_group039	Scaffold_1170__1_contigs__length_5694	5695	1032135202
scaffold_group039	Scaffold_1171__1_contigs__length_5693	5694	1032140896
scaffold_group039	Scaffold_1172__1_contigs__length_5688	5689	1032146585
scaffold_group039	Scaffold_1173__1_contigs__length_5684	5685	1032152270
scaffold_group039	Scaffold_1174__1_contigs__length_5681	5682	1032157952
scaffold_group039	Scaffold_1175__1_contigs__length_5680	5681	1032163633
scaffold_group039	Scaffold_1176__1_contigs__length_5671	5672	1032169305
scaffold_group039	Scaffold_1177__1_contigs__length_5670	5671	1032174976
scaffold_group039	Scaffold_1178__1_contigs__length_5670	5671	1032180647
scaffold_group039	Scaffold_1179__1_contigs__length_5668	5669	1032186316
scaffold_group039	Scaffold_1180__1_contigs__length_5665	5666	1032191982
scaffold_group040	Scaffold_1181__1_contigs__length_5664	5665	1032197647
scaffold_group040	Scaffold_1182__1_contigs__length_5663	5664	1032203311
scaffold_group040	Scaffold_1183__1_contigs__length_5660	5661	1032208972
scaffold_group040	Scaffold_1184__1_contigs__length_5660	5661	1032214633
scaffold_group040	Scaffold_1185__1_contigs__length_5659	5660	1032220293
scaffold_group040	Scaffold_1186__1_contigs__length_5658	5659	1032225952
scaffold_group040	Scaffold_1187__1_contigs__length_5656	5657	1032231609
scaffold_group040	Scaffold_1188__1_contigs__length_5651	5652	1032237261
scaffold_group040	Scaffold_1189__1_contigs__length_5651	5652	1032242913
scaffold_group040	Scaffold_1190__1_contigs__length_5649	5650	1032248563
scaffold_group040	Scaffold_1191__1_contigs__length_5646	5647	1032254210
scaffold_group040	Scaffold_1192__1_contigs__length_5646	5647	1032259857
scaffold_group040	Scaffold_1193__1_contigs__length_5641	5642	1032265499
scaffold_group040	Scaffold_1194__1_contigs__length_5636	5637	1032271136
scaffold_group040	Scaffold_1195__1_contigs__length_5634	5635	1032276771
scaffold_group040	Scaffold_1196__1_contigs__length_5630	5631	1032282402
scaffold_group040	Scaffold_1197__1_contigs__length_5628	5629	1032288031
scaffold_group040	Scaffold_1198__1_contigs__length_5628	5629	1032293660
scaffold_group040	Scaffold_1199__1_contigs__length_5628	5629	1032299289
scaffold_group040	Scaffold_1200__1_contigs__length_5627	5628	1032304917
scaffold_group040	Scaffold_1201__1_contigs__length_5626	5627	1032310544
scaffold_group040	Scaffold_1202__1_contigs__length_5623	5624	1032316168
scaffold_group040	Scaffold_1203__1_contigs__length_5622	5623	1032321791
scaffold_group040	Scaffold_1204__1_contigs__length_5622	5623	1032327414
scaffold_group040	Scaffold_1205__1_contigs__length_5621	5622	1032333036
scaffold_group040	Scaffold_1206__1_contigs__length_5621	5622	1032338658
scaffold_group040	Scaffold_1207__1_contigs__length_5620	5621	1032344279
scaffold_group040	Scaffold_1208__1_contigs__length_5615	5616	1032349895
scaffold_group040	Scaffold_1209__1_contigs__length_5612	5613	1032355508
scaffold_group040	Scaffold_1210__1_contigs__length_5611	5612	1032361120
scaffold_group041	Scaffold_1211__1_contigs__length_5607	5608	1032366728
scaffold_group041	Scaffold_1212__1_contigs__length_5607	5608	1032372336
scaffold_group041	Scaffold_1213__1_contigs__length_5606	5607	1032377943
scaffold_group041	Scaffold_1214__1_contigs__length_5606	5607	1032383550
scaffold_group041	Scaffold_1215__1_contigs__length_5603	5604	1032389154
scaffold_group041	Scaffold_1216__1_contigs__length_5598	5599	1032394753
scaffold_group041	Scaffold_1217__1_contigs__length_5597	5598	1032400351
scaffold_group041	Scaffold_1218__1_contigs__length_5595	5596	1032405947
scaffold_group041	Scaffold_1219__1_contigs__length_5592	5593	1032411540
scaffold_group041	Scaffold_1220__1_contigs__length_5589	5590	1032417130
scaffold_group041	Scaffold_1221__1_contigs__length_5587	5588	1032422718
scaffold_group041	Scaffold_1222__1_contigs__length_5587	5588	1032428306
scaffold_group041	Scaffold_1223__1_contigs__length_5587	5588	1032433894
scaffold_group041	Scaffold_1224__1_contigs__length_5583	5584	1032439478
scaffold_group041	Scaffold_1225__1_contigs__length_5582	5583	1032445061
scaffold_group041	Scaffold_1226__1_contigs__length_5580	5581	1032450642
scaffold_group041	Scaffold_1227__1_contigs__length_5580	5581	1032456223
scaffold_group041	Scaffold_1228__1_contigs__length_5576	5577	1032461800
scaffold_group041	Scaffold_1229__1_contigs__length_5574	5575	1032467375
scaffold_group041	Scaffold_1230__1_contigs__length_5571	5572	1032472947
scaffold_group041	Scaffold_1231__1_contigs__length_5568	5569	1032478516
scaffold_group041	Scaffold_1232__1_contigs__length_5563	5564	1032484080
scaffold_group041	Scaffold_1233__1_contigs__length_5559	5560	1032489640
scaffold_group041	Scaffold_1234__1_contigs__length_5558	5559	1032495199
scaffold_group041	Scaffold_1235__1_contigs__length_5558	5559	1032500758
scaffold_group041	Scaffold_1236__1_contigs__length_5558	5559	1032506317
scaffold_group041	Scaffold_1237__1_contigs__length_5552	5553	1032511870
scaffold_group041	Scaffold_1238__1_contigs__length_5552	5553	1032517423
scaffold_group041	Scaffold_1239__1_contigs__length_5545	5546	1032522969
scaffold_group041	Scaffold_1240__1_contigs__length_5544	5545	1032528514
scaffold_group042	Scaffold_1241__1_contigs__length_5541	5542	1032534056
scaffold_group042	Scaffold_1242__1_contigs__length_5540	5541	1032539597
scaffold_group042	Scaffold_1243__1_contigs__length_5539	5540	1032545137
scaffold_group042	Scaffold_1244__1_contigs__length_5534	5535	1032550672
scaffold_group042	Scaffold_1245__1_contigs__length_5531	5532	1032556204
scaffold_group042	Scaffold_1246__1_contigs__length_5531	5532	1032561736
scaffold_group042	Scaffold_1247__1_contigs__length_5527	5528	1032567264
scaffold_group042	Scaffold_1248__1_contigs__length_5526	5527	1032572791
scaffold_group042	Scaffold_1249__1_contigs__length_5518	5519	1032578310
scaffold_group042	Scaffold_1250__1_contigs__length_5513	5514	1032583824
scaffold_group042	Scaffold_1251__1_contigs__length_5513	5514	1032589338
scaffold_group042	Scaffold_1252__1_contigs__length_5511	5512	1032594850
scaffold_group042	Scaffold_1253__1_contigs__length_5510	5511	1032600361
scaffold_group042	Scaffold_1254__1_contigs__length_5509	5510	1032605871
scaffold_group042	Scaffold_1255__1_contigs__length_5509	5510	1032611381
scaffold_group042	Scaffold_1256__1_contigs__length_5506	5507	1032616888
scaffold_group042	Scaffold_1257__1_contigs__length_5503	5504	1032622392
scaffold_group042	Scaffold_1258__1_contigs__length_5500	5501	1032627893
scaffold_group042	Scaffold_1259__1_contigs__length_5500	5501	1032633394
scaffold_group042	Scaffold_1260__1_contigs__length_5495	5496	1032638890
scaffold_group042	Scaffold_1261__1_contigs__length_5494	5495	1032644385
scaffold_group042	Scaffold_1262__1_contigs__length_5492	5493	1032649878
scaffold_group042	Scaffold_1263__1_contigs__length_5491	5492	1032655370
scaffold_group042	Scaffold_1264__1_contigs__length_5488	5489	1032660859
scaffold_group042	Scaffold_1265__1_contigs__length_5488	5489	1032666348
scaffold_group042	Scaffold_1266__1_contigs__length_5488	5489	1032671837
scaffold_group042	Scaffold_1267__1_contigs__length_5488	5489	1032677326
scaffold_group042	Scaffold_1268__1_contigs__length_5488	5489	1032682815
scaffold_group042	Scaffold_1269__1_contigs__length_5487	5488	1032688303
scaffold_group042	Scaffold_1270__1_contigs__length_5486	5487	1032693790
scaffold_group043	Scaffold_1271__1_contigs__length_5483	5484	1032699274
scaffold_group043	Scaffold_1272__1_contigs__length_5481	5482	1032704756
scaffold_group043	Scaffold_1273__1_contigs__length_5481	5482	1032710238
scaffold_group043	Scaffold_1274__1_contigs__length_5480	5481	1032715719
scaffold_group043	Scaffold_1275__1_contigs__length_5479	5480	1032721199
scaffold_group043	Scaffold_1276__1_contigs__length_5478	5479	1032726678
scaffold_group043	Scaffold_1277__1_contigs__length_5477	5478	1032732156
scaffold_group043	Scaffold_1278__1_contigs__length_5473	5474	1032737630
scaffold_group043	Scaffold_1279__1_contigs__length_5469	5470	1032743100
scaffold_group043	Scaffold_1280__1_contigs__length_5469	5470	1032748570
scaffold_group043	Scaffold_1281__1_contigs__length_5468	5469	1032754039
scaffold_group043	Scaffold_1282__1_contigs__length_5467	5468	1032759507
scaffold_group043	Scaffold_1283__1_contigs__length_5464	5465	1032764972
scaffold_group043	Scaffold_1284__1_contigs__length_5463	5464	1032770436
scaffold_group043	Scaffold_1285__1_contigs__length_5462	5463	1032775899
scaffold_group043	Scaffold_1286__1_contigs__length_5462	5463	1032781362
scaffold_group043	Scaffold_1287__1_contigs__length_5462	5463	1032786825
scaffold_group043	Scaffold_1288__1_contigs__length_5459	5460	1032792285
scaffold_group043	Scaffold_1289__1_contigs__length_5458	5459	1032797744
scaffold_group043	Scaffold_1290__1_contigs__length_5455	5456	1032803200
scaffold_group043	Scaffold_1291__1_contigs__length_5455	5456	1032808656
scaffold_group043	Scaffold_1292__1_contigs__length_5450	5451	1032814107
scaffold_group043	Scaffold_1293__1_contigs__length_5450	5451	1032819558
scaffold_group043	Scaffold_1294__1_contigs__length_5444	5445	1032825003
scaffold_group043	Scaffold_1295__1_contigs__length_5443	5444	1032830447
scaffold_group043	Scaffold_1296__1_contigs__length_5443	5444	1032835891
scaffold_group043	Scaffold_1297__1_contigs__length_5441	5442	1032841333
scaffold_group043	Scaffold_1298__1_contigs__length_5441	5442	1032846775
scaffold_group043	Scaffold_1299__1_contigs__length_5439	5440	1032852215
scaffold_group043	Scaffold_1300__1_contigs__length_5439	5440	1032857655
scaffold_group044	Scaffold_1301__1_contigs__length_5424	5425	1032863080
scaffold_group044	Scaffold_1302__1_contigs__length_5423	5424	1032868504
scaffold_group044	Scaffold_1303__1_contigs__length_5421	5422	1032873926
scaffold_group044	Scaffold_1304__1_contigs__length_5421	5422	1032879348
scaffold_group044	Scaffold_1305__1_contigs__length_5419	5420	1032884768
scaffold_group044	Scaffold_1306__1_contigs__length_5417	5418	1032890186
scaffold_group044	Scaffold_1307__1_contigs__length_5417	5418	1032895604
scaffold_group044	Scaffold_1308__1_contigs__length_5407	5408	1032901012
scaffold_group044	Scaffold_1309__1_contigs__length_5403	5404	1032906416
scaffold_group044	Scaffold_1310__1_contigs__length_5394	5395	1032911811
scaffold_group044	Scaffold_1311__1_contigs__length_5391	5392	1032917203
scaffold_group044	Scaffold_1312__1_contigs__length_5381	5382	1032922585
scaffold_group044	Scaffold_1313__1_contigs__length_5362	5363	1032927948
scaffold_group044	Scaffold_1314__1_contigs__length_5361	5362	1032933310
scaffold_group044	Scaffold_1315__1_contigs__length_5356	5357	1032938667
scaffold_group044	Scaffold_1316__1_contigs__length_5350	5351	1032944018
scaffold_group044	Scaffold_1317__1_contigs__length_5350	5351	1032949369
scaffold_group044	Scaffold_1318__1_contigs__length_5345	5346	1032954715
scaffold_group044	Scaffold_1319__1_contigs__length_5344	5345	1032960060
scaffold_group044	Scaffold_1320__1_contigs__length_5342	5343	1032965403
scaffold_group044	Scaffold_1321__1_contigs__length_5341	5342	1032970745
scaffold_group044	Scaffold_1322__1_contigs__length_5341	5342	1032976087
scaffold_group044	Scaffold_1323__1_contigs__length_5340	5341	1032981428
scaffold_group044	Scaffold_1324__1_contigs__length_5340	5341	1032986769
scaffold_group044	Scaffold_1325__1_contigs__length_5340	5341	1032992110
scaffold_group044	Scaffold_1326__1_contigs__length_5336	5337	1032997447
scaffold_group044	Scaffold_1327__1_contigs__length_5332	5333	1033002780
scaffold_group044	Scaffold_1328__1_contigs__length_5332	5333	1033008113
scaffold_group044	Scaffold_1329__1_contigs__length_5330	5331	1033013444
scaffold_group044	Scaffold_1330__1_contigs__length_5327	5328	1033018772
scaffold_group045	Scaffold_1331__1_contigs__length_5327	5328	1033024100
scaffold_group045	Scaffold_1332__1_contigs__length_5322	5323	1033029423
scaffold_group045	Scaffold_1333__1_contigs__length_5321	5322	1033034745
scaffold_group045	Scaffold_1334__1_contigs__length_5315	5316	1033040061
scaffold_group045	Scaffold_1335__1_contigs__length_5314	5315	1033045376
